id,unicode,X,Y,population,traveller,visitor
1563,30031,-1180011.0199877354,993070.61375404347,68375,1443,1998
1564,30033,-834559.51404251903,1139893.6773961701,1268,21,31
1565,30037,-1012929.602932565,1062636.6646266715,1019,137,79
1566,30039,-1337179.9513096171,1117906.3238757283,2849,322,162
1567,30043,-1239724.0601937547,1071710.813546459,10052,2949,944
1568,30045,-1085164.1754692716,1147486.4534294002,2330,228,57
1569,30047,-1360337.6031103639,1262070.8431398885,26588,820,715
1570,30049,-1243646.4653910827,1181751.8769408413,55886,1191,3579
1571,30055,-739804.93064367701,1170267.3212457413,1960,34,34
1572,30057,-1242132.8670672441,976548.4534823508,6870,554,471
1573,30059,-1139574.6485270972,1105769.9824841346,1916,97,121
1574,30061,-1438602.8791957905,1221397.3509532653,3877,404,227
1575,30063,-1360731.7877289532,1193571.5528923678,96178,2136,5090
1576,30065,-951853.63532021944,1067308.8185224775,4471,412,74
1577,30067,-1131146.0796149001,979639.29035152181,15710,1579,422
1578,30069,-931767.52096101246,1133947.1665543925,493,29,31
1579,30073,-1210709.5747004349,1300173.7726881031,6384,158,162
1580,30075,-752581.65841232473,920983.70290045359,1847,115,25
1581,30077,-1289871.3460240606,1159988.1868497885,7203,533,517
1582,30079,-716801.20140140748,1080849.3004054599,1179,91,80
1583,30081,-1395513.9643843726,1092416.7542619503,36301,3531,1093
1584,30083,-645378.10420207644,1177020.9609705058,9619,199,220
1585,30087,-827615.70628960326,1021921.6707857271,9399,237,641
1586,30089,-1436945.6302496085,1280565.8961221066,10287,530,228
1587,30093,-1287411.2736247519,1052327.9854184331,34571,1070,1518
1588,30095,-1040963.1858999131,986759.59607164981,8247,1035,817
1589,30097,-1080652.3132063509,1008686.6938641922,3633,199,404
1590,30099,-1219119.782026299,1257865.0036057204,6436,546,188
1591,30103,-869527.28638098901,1025114.6225282213,854,83,65
1592,30107,-1062655.2747055853,1079323.5073691446,2243,146,84
1593,30109,-629858.69687911554,1084319.9946537351,1072,139,53
1594,30111,-950545.34570645296,1004521.2986226131,129570,2027,3593
1595,31001,-210090.91316011161,341700.11270267953,31154,1618,2972
1596,31003,-169575.79453554415,525727.63078208582,7435,907,427
1597,31005,-471188.2962217548,470013.26396568678,445,76,18
1598,31007,-637733.79588847165,479215.34033447568,819,186,48
1599,31009,-327479.06924456113,501217.00570206577,583,53,58
1600,31011,-170769.26183158983,473164.00449171301,6214,631,373
1601,31013,-580537.03403644508,550349.84815550793,12235,165,660
1602,31015,-224617.47604309092,608005.27708668844,2431,203,108
1603,31017,-321179.89253580052,558792.04978164099,3534,161,186
1604,31019,-257070.59786746954,380137.8398234598,42310,2026,4035
1605,31021,-27089.013609851674,487553.53584182332,7786,1428,269
1606,31023,-94042.575199250292,417853.49815621547,8826,1859,455
1607,31025,-11770.979044820244,382116.21559243556,24365,8331,1505
1608,31027,-102128.4367493426,571782.21302839753,9604,1492,471
1609,31029,-478370.40231333592,353261.06732197542,4053,150,267
1610,31031,-417590.58446200541,576316.30408093147,6152,318,312
1611,31033,-581351.51110953791,438212.48854310269,9832,249,743
1612,31035,-172296.98048808126,340795.35420134309,7029,1246,664
1613,31037,-89944.058691118102,456865.10460531636,10452,1548,1080
1614,31039,-64846.997000295072,495027.9754109435,10169,984,628
1615,31041,-309114.63643215859,442374.58132912777,11784,630,317
1616,31043,-46188.425220693287,547995.47371173126,20296,4818,6010
1617,31045,-580421.4333400263,606370.99959470052,9054,438,311
1618,31047,-319215.56795179797,384062.49649410386,24410,1085,1460
1619,31049,-527298.8329516243,422278.05926358222,2086,331,192
1620,31051,-70880.723848685928,559579.12605030462,6246,1537,619
1621,31053,-54134.397456741164,457049.31146525621,36231,4771,3540
1622,31055,-12826.659492351095,425283.51016388478,464701,23033,78466
1623,31057,-479863.48923214409,314298.99661797698,2268,173,105
1624,31059,-134100.97351746127,340085.21946730913,6607,736,425
1625,31061,-249216.01089971009,303812.84043563867,3544,529,197
1626,31063,-368971.17706237623,348116.84792124212,3085,459,226
1627,31065,-330163.30998092913,306751.61435457255,5299,505,448
1628,31067,-58121.520122299531,309708.89008729113,22955,2357,1743
1629,31069,-523640.0205304058,478930.80412453582,2289,150,80
1630,31071,-246353.11525157923,498410.58605377818,1899,163,182
1631,31073,-321756.90846995806,344335.43864568602,2146,535,178
1632,31075,-472543.982022101,508893.03284787119,736,43,78
1633,31077,-208670.50417340206,458486.81929809949,2712,309,137
1634,31079,-209142.50353426771,380670.41325686692,53569,2347,5741
1635,31081,-169133.14772167266,379827.18081150949,9377,1665,834
1636,31083,-287340.76202199253,305101.85763022891,3764,556,229
1637,31085,-425016.17924454442,350297.89038699336,1070,137,78
1638,31087,-425440.78069303947,311232.7729638872,3103,552,174
1639,31089,-227478.736220558,558367.83942677476,11487,370,389
1640,31091,-422767.98267847026,506144.02355962514,773,51,58
1641,31093,-209364.84569645362,419600.93116536422,6523,1566,244
1642,31095,-96447.590490065282,300446.01719259674,8324,1043,872
1643,31097,-22294.489492938093,324206.39006356447,4506,864,438
1644,31099,-247667.03596928241,340793.01766190305,6889,1551,616
1645,31101,-470798.29711368942,428488.47226423776,8839,582,451
1646,31103,-301488.46262248122,608292.40617343294,981,112,13
1647,31105,-641264.32996964303,440379.91481458797,4060,289,239
1648,31107,-154211.01106820253,576875.72728055157,9336,963,461
1649,31109,-57564.048023812669,368202.83214251377,251523,7955,15335
1650,31111,-395527.02603741857,407398.83726584737,34660,793,1059
1651,31113,-370938.33122284379,464360.39396747336,773,149,53
1652,31115,-284470.48655412177,499643.51463278744,709,95,22
1653,31117,-418686.80481534469,466950.8530514827,532,78,26
1654,31119,-131844.82529319634,495899.62678190653,35230,1586,5158
1655,31121,-169633.18718293315,413036.4214762444,8152,1790,713
1656,31123,-578551.15144098783,493673.77064360725,5420,732,242
1657,31125,-165312.37600737944,438424.99988644064,4054,744,159
1658,31127,12742.628506178407,323681.69542660919,7578,685,1369
1659,31129,-172798.92311499946,301807.68638481078,5032,611,259
1660,31131,-11294.245178006842,352852.2299617338,15494,2414,1646
1661,31133,-20019.754618526782,294941.01463148138,3088,476,242
1662,31135,-472136.94194159878,389559.16969534132,3181,259,210
1663,31137,-286824.11509621516,342597.60534669971,9733,735,1077
1664,31139,-131232.7897053521,534788.42549807229,7824,1783,492
1665,31141,-125786.04189998646,457025.24369982869,31500,1368,4057
1666,31143,-130535.3566634025,414199.67089591688,5610,1151,338
1667,31145,-377772.38861131837,308784.61944858928,11487,450,899
1668,31147,23943.54373359789,294222.65429719561,9507,1208,327
1669,31149,-282045.03087365901,556295.14140516496,1743,141,140
1670,31151,-95833.875940232028,339463.72794206411,13880,1933,1644
1671,31153,-9326.278720094866,404870.50212659669,123309,39447,18389
1672,31155,-52995.733146734063,417684.82993998023,19852,5797,1518
1673,31157,-634763.9549009006,513175.38891793712,37012,845,1629
1674,31159,-95253.223985882243,378470.26378935948,16519,3282,1833
1675,31161,-523031.75105612428,578086.15548505739,6165,532,270
1676,31163,-247539.62600595862,420761.68165185105,3298,556,168
1677,31165,-633138.90510187903,584383.8419630581,1471,300,59
1678,31167,-98333.115087628656,495427.33628508949,6416,2060,634
1679,31169,-134618.12125590985,301060.19720902364,6030,466,656
1680,31171,-375110.99813495751,503438.73166317015,733,90,87
1681,31173,-44652.263233828264,521949.77758171764,7139,811,639
1682,31175,-246784.71858508728,459570.600597087,4649,313,239
1683,31177,-18361.720875948686,451671.01444968994,18803,5285,2849
1684,31179,-91799.900538766946,528070.114123557,9854,1729,1308
1685,31181,-211005.8842795424,302725.78637155663,4045,607,209
1686,31183,-208215.05842287399,497352.68256185367,885,74,133
1687,31185,-133500.92141724992,379066.51051843708,14553,788,1790
1688,32001,-1883686.8624347157,455590.69658734842,24024,1682,1047
1689,32003,-1683059.6868002249,24798.011726006876,1393909,10061,23650
1690,32005,-2007936.2116549467,409048.518272969,41443,6448,7117
1691,32007,-1600632.5462290668,571892.28412566066,45233,2399,1794
1692,32009,-1870791.4802655743,245640.78467302799,978,127,43
1693,32011,-1702607.1740713126,460241.18174647959,1632,82,1613
1694,32013,-1817927.4072737866,650180.45032547729,15868,427,1091
1695,32015,-1767606.487428624,468865.52069096873,5702,621,188
1696,32017,-1639300.1843549833,179207.61949952581,4179,150,354
1697,32019,-1969487.8589590832,411478.10764902883,34809,7275,2276
1698,32021,-1919236.7171786297,343943.26225174882,4999,227,150
1699,32023,-1765923.9039445899,251498.74522176042,32914,2888,1733
1700,32027,-1866855.853824774,550640.20584659884,6672,573,472
1701,32029,-1986028.3875102443,465293.12150232069,3393,1409,351
1702,32031,-1963788.0182832985,599353.57354543812,341389,7170,13928
1703,32033,-1601287.4533737181,377311.47753749014,9029,250,199
1704,32510,-2012168.9749682283,437733.68924054544,52568,5610,10624
1705,33001,1955991.8301608008,928165.48791117885,56473,9204,7051
1706,33003,1962910.0910154893,970966.54186745838,43907,4955,3508
1707,33005,1908044.1983533103,846538.63898713421,73953,8607,4455
1708,33007,1931599.8578094216,1056597.8010350913,33158,2637,1916
1709,33009,1913163.3603641882,965551.09035660175,81868,7425,17599
1710,33011,1950244.1514522643,856982.9036957114,382162,56278,45550
1711,33013,1942247.2179999058,899036.97074391926,136576,21606,22296
1712,33015,1994475.0422286727,877038.47050824005,278599,69854,49345
1713,33017,1993032.3032221256,912469.65671761439,112643,24015,12125
1714,33019,1898085.8862731394,894934.22983036016,40543,7492,2625
1715,34001,1803732.899900251,425038.04713624209,253674,16567,31223
1716,34003,1814412.7473623268,597923.82567995496,885180,180873,188435
1717,34005,1793133.504329449,468549.53154504043,424453,90915,66659
1718,34007,1770805.6300887202,455023.62882401777,506707,106626,72452
1719,34009,1800186.6251388479,386411.76128990814,102314,12212,6525
1720,34011,1768823.7646300462,405111.05214085302,146263,13507,14002
1721,34013,1804754.0438605985,575828.92927714414,792253,152591,178917
1722,34015,1757879.9776729606,442193.64722735406,256524,65580,32879
1723,34017,1819790.3265640705,573615.88410133484,610135,142999,113341
1724,34019,1755905.2072352667,539339.45860863884,122579,36499,24222
1725,34021,1780240.9068779843,512247.54510587774,351465,50741,87776
1726,34023,1800138.2046698451,534757.64971476037,752880,161137,167993
1727,34025,1820258.2901241784,518819.62786943262,616849,116568,66633
1728,34027,1778623.4678334761,578387.17101068818,471326,100896,138221
1729,34029,1824857.791534598,476718.76737499243,513608,88484,19638
1730,34031,1794174.7858043832,601702.30596840626,490733,114474,77422
1731,34033,1743790.4350751943,424162.47931519948,64177,14495,8754
1732,34035,1780219.1148565004,544458.97560192831,298761,84770,95917
1733,34037,1759835.0237941642,605944.68833445082,144714,43036,10291
1734,34039,1802940.7094897472,560789.64898665785,523124,125192,115820
1735,34041,1741840.2014082228,569474.703644705,102902,29302,16382
1736,35001,-963144.67715162702,-220074.4589928253,557601,17577,44095
1737,35003,-1135484.2828538273,-327169.36899323325,3567,188,162
1738,35005,-781867.80987421714,-428170.24121502356,61317,1244,1003
1739,35006,-1084577.3508236201,-221128.55880983567,25633,1878,917
1740,35007,-765274.3137361923,-65320.751956690961,14202,363,673
1741,35009,-668052.39019045187,-301800.17984678346,44991,1652,1735
1742,35011,-766952.17903039965,-319580.8329572847,2218,106,92
1743,35013,-1012115.0745685222,-518017.8441782532,175098,12205,6767
1744,35015,-775370.11897458602,-528589.17060446076,51399,916,1334
1745,35017,-1150450.2661456447,-457636.08384751546,30882,535,457
1746,35019,-796048.18073101284,-258440.05190488306,4693,166,488
1747,35021,-699073.40183012455,-155193.52123741867,801,48,66
1748,35023,-1193389.2927295552,-544756.45065867214,5766,406,231
1749,35025,-689510.5338123386,-499987.46433781361,55264,1195,1224
1750,35027,-868773.511901672,-377045.1374801654,19477,926,831
1751,35028,-920626.40787663637,-132711.70375780651,18263,343,8884
1752,35029,-1099668.9803496716,-526659.22428879142,24908,714,444
1753,35031,-1098553.409513416,-143995.8154892881,74563,3117,2529
1754,35033,-797810.9692492187,-129333.41118251183,5196,756,173
1755,35035,-907447.95495377982,-500201.70415800373,62151,3062,1172
1756,35037,-681859.0628151854,-241256.12890823465,10012,336,202
1757,35039,-946812.35360145941,-57649.762033421954,41197,7182,2347
1758,35041,-684932.3339940689,-362500.59335266997,18007,1545,659
1759,35043,-972540.5255749512,-147295.74988845474,91251,22748,10467
1760,35045,-1090291.2574916447,-40355.789674197731,114131,2832,2062
1761,35047,-791840.55863860971,-189367.68591045056,30052,2837,923
1762,35049,-895422.04678203317,-176306.73331145605,129713,10644,11127
1763,35051,-1035350.9974098874,-427856.00303181895,13209,395,357
1764,35053,-999914.51066810626,-333429.61730816361,18002,1230,434
1765,35055,-852412.44666496781,-60122.734842414902,30080,1182,702
1766,35057,-894242.94629208499,-273823.91064145678,16915,3235,923
1767,35059,-662494.60632186814,-88137.715443242007,4192,284,120
1768,35061,-979895.22239966772,-256024.54605854559,66453,14369,2830
1769,36001,1780424.603033466,778487.47874426516,295106,24109,101045
1770,36003,1464319.0519491492,671766.45368730521,49819,6238,2975
1771,36005,1834271.6382225445,589985.10681514046,1334319,245934,112036
1772,36007,1643959.4926282153,697254.57822992234,200351,7545,18696
1773,36009,1412029.9587934646,660946.00516839477,83927,10642,7427
1774,36011,1567764.3809503196,767594.25950953295,81871,13441,4615
1775,36013,1356947.3892366155,648649.12331269565,139593,6556,6408
1776,36015,1568832.7049713505,679275.13365920656,91094,7263,10440
1777,36017,1652699.3961841229,737254.57954123314,51325,7163,3802
1778,36019,1748155.400870793,1016902.8797106551,79891,2904,2757
1779,36021,1816672.0089737477,746854.08480783913,63046,10629,5673
1780,36023,1613706.3378480969,740474.95821367647,48693,6196,4664
1781,36025,1711362.0396393519,716438.21605491778,47864,5861,5771
1782,36027,1820421.2751164157,691971.80271177401,280914,39418,25391
1783,36029,1397292.1814053087,716779.44344541943,949440,24637,49442
1784,36031,1757106.2696319406,946970.60814954189,38911,4109,4088
1785,36033,1703915.1243961514,988855.46536530054,51044,3821,3377
1786,36035,1731882.9486894726,826105.01503157243,54976,8210,3446
1787,36037,1435456.9737211324,750898.12384966004,60539,11361,6217
1788,36039,1776836.9523280498,740483.04884142207,47986,8428,3798
1789,36041,1712286.9905290834,884178.08195662219,5377,712,319
1790,36043,1681792.6089912057,849455.24873838783,64451,11856,4579
1791,36045,1591401.0573159915,901801.97389049781,111790,2967,4418
1792,36047,1833696.7198409706,565551.94316462055,2467006,468598,235918
1793,36049,1634731.6695992365,880910.84921715665,26989,3900,1033
1794,36051,1474583.1405663944,727331.12577341148,64705,14240,6311
1795,36053,1638126.7283826966,782056.94830707507,69450,15765,7666
1796,36055,1471998.3075887058,774479.29830199049,738979,16373,61167
1797,36057,1735819.946991279,802762.63683728583,49605,8047,5921
1798,36059,1859875.2733141656,583168.69566512364,1336713,259606,194779
1799,36061,1827732.2121177644,579890.05961221235,1540547,119865,1458763
1800,36063,1387446.3950448504,764562.92794807337,219620,33157,15999
1801,36065,1648767.696173667,821974.14353148697,235146,11725,19230
1802,36067,1594292.9216707791,783276.82614858495,458034,12468,47516
1803,36069,1509830.982316361,748501.27592739882,100106,19058,17156
1804,36071,1784406.0195142501,641780.98432362801,342892,52493,27758
1805,36073,1427253.9378229284,777888.02332225535,44178,8938,3236
1806,36075,1588715.7055359038,830180.97392076987,122477,21664,5527
1807,36077,1695413.0180446482,762774.00036376994,61860,6227,5164
1808,36079,1828668.7818736155,655033.14813381655,96049,34407,10272
1809,36081,1841780.7539098307,574837.77662711125,2230501,563155,228695
1810,36083,1814322.0410703144,799298.21082673944,152684,41189,20306
1811,36085,1817733.4243887085,555116.71375112049,445235,104898,34046
1812,36087,1813556.7458130179,619888.09494341363,287720,60218,28954
1813,36089,1647141.2162719038,964916.05490251351,111864,3421,2591
1814,36091,1776080.860568749,835677.1724279871,201514,51384,16979
1815,36093,1768114.0523947952,800628.21105817507,146581,29114,24519
1816,36095,1743528.9545576284,768494.59921759891,31514,5575,2229
1817,36097,1553924.0895344284,705049.04293266986,19232,4585,1562
1818,36099,1549389.1811349744,748273.26282118412,33343,6344,3535
1819,36101,1515895.918270984,683002.1488041461,98764,9530,8891
1820,36103,1916415.7339577684,612220.35261168773,1424081,178241,71355
1821,36105,1739218.1307368735,667471.45006329229,74134,9589,3737
1822,36107,1604625.9407025378,690022.84749587206,51838,14353,5358
1823,36109,1584766.2019374713,718050.72483101254,96608,4050,13713
1824,36111,1775885.8664870728,695621.33220973366,177810,27323,10354
1825,36113,1765771.6693335434,885288.18298427376,63273,8076,12762
1826,36115,1804762.2964006378,866177.55339495558,60977,13559,6005
1827,36117,1524668.9096832436,786106.13703823159,93791,21326,8081
1828,36119,1835018.7586247034,626059.01632136863,925511,157417,133731
1829,36121,1439212.2627721729,717637.63293219311,43399,8432,4700
1830,36123,1530182.9708335851,727572.09437864996,24723,4454,1432
1831,37001,1474693.4908063074,-34005.686610513832,131423,15946,12979
1832,37003,1320268.5052161787,-73717.475989178274,33774,8849,2466
1833,37005,1314602.3178810268,-9923.6110821583152,10673,1135,926
1834,37007,1432763.8992816748,-162797.91439945865,25342,3967,1722
1835,37009,1282924.2003228292,-21316.496600041777,24480,2785,1135
1836,37011,1251813.7010859128,-66587.768097687847,17318,2042,2578
1837,37013,1710930.8493386121,-52477.217680230788,44950,4379,4434
1838,37015,1687178.8366980173,8919.3498436512764,19762,3045,2440
1839,37017,1577380.9389117965,-178014.43216561692,32270,4537,4095
1840,37019,1617765.9480322811,-232267.79488198337,73717,10810,5890
1841,37021,1205509.1277892054,-126008.44030747173,207152,10483,20727
1842,37023,1276551.5225029062,-99907.439734454718,89353,13087,8443
1843,37025,1385169.5073293997,-123866.33036905053,132231,30950,21923
1844,37027,1287096.6038181798,-75253.472390453418,77721,12033,6324
1845,37029,1748124.1054300559,56797.671638828382,6925,2380,436
1846,37031,1743920.0819444961,-121566.77227314565,59406,6856,3609
1847,37033,1473651.0211665058,5549.075648343789,23527,7215,1169
1848,37035,1321459.171710362,-102814.22817819148,142399,11483,32298
1849,37037,1494053.4507402016,-69364.551522035967,49740,13633,5883
1850,37039,1075734.5242614665,-197354.52570761007,24357,1868,1862
1851,37041,1716382.7770656494,24263.751549079127,14478,1688,1405
1852,37043,1104927.6553221534,-202260.62577305912,8824,1789,607
1853,37045,1296803.4342484642,-143878.08937889559,96357,14440,7567
1854,37047,1576220.774789562,-217895.11514570803,54759,5769,3047
1855,37049,1698516.7415753279,-97270.386442365707,91954,5879,10398
1856,37051,1545011.3928859101,-134585.98039108262,303755,13047,25874
1857,37053,1764160.0572331201,63009.716500031762,18294,5722,1604
1858,37055,1797107.5558012535,-2861.6362803749648,30149,1514,3332
1859,37057,1407780.7110531831,-74024.956208430114,147713,32240,13134
1860,37059,1375983.994405739,-63846.074307888564,35046,8924,2982
1861,37061,1626864.9718069262,-131996.61983064964,49236,6865,5142
1862,37063,1520825.4608794993,-26648.544806678765,224476,28110,81786
1863,37065,1635727.7151318346,-18943.302724038651,55443,9750,7318
1864,37067,1397697.375742665,-37401.320531936857,307156,28517,50978
1865,37069,1571717.0980346289,-11877.810941339032,47611,14469,4409
1866,37071,1330900.0893268492,-143050.27806669136,190679,33001,18795
1867,37073,1702334.7515696716,55231.58148387551,10505,2747,440
1868,37075,1093273.7573200993,-170721.99559772393,7994,790,186
1869,37077,1534998.5565718052,6457.3155713678107,48824,9537,7639
1870,37079,1638010.2214429502,-67275.433920264826,19020,4872,1359
1871,37081,1439758.2747174983,-36063.669049801589,422324,25789,81795
1872,37083,1623540.7326343574,17998.236403676194,57306,6084,4475
1873,37085,1534831.5725691761,-100015.23941293464,91393,24593,7931
1874,37087,1166162.7123153389,-137767.21987106162,54133,6458,2130
1875,37089,1214329.5022602202,-155835.68413585401,89662,10003,8438
1876,37091,1679883.3254837007,40775.389731564152,22598,2689,3405
1877,37093,1509140.200152549,-144605.24607987719,33923,9001,2696
1878,37095,1762701.5269636032,-38136.784501523944,5833,276,455
1879,37097,1349103.147912258,-82065.641830471723,123563,18399,13182
1880,37099,1156104.096687515,-169501.48446439009,33303,3950,3985
1881,37101,1576371.4470688747,-75397.652385914989,123279,31695,11660
1882,37103,1676366.5855659493,-112533.87495999064,10289,3092,819
1883,37105,1505940.9123408287,-93146.374741472828,49482,6481,10498
1884,37107,1646292.72320605,-93707.283108489923,59556,5120,8452
1885,37109,1323685.1060220688,-122454.07365977453,64152,16543,5960
1886,37111,1247146.588637247,-112029.5893879787,42265,4865,3575
1887,37113,1132988.2558550031,-188066.00272548071,29959,2114,1952
1888,37115,1186050.0519968509,-100857.55242567995,19668,4621,1287
1889,37117,1680308.3155531127,-18208.512721542109,25506,4373,1836
1890,37119,1362685.985213069,-143405.43851764398,700458,33307,146208
1891,37121,1231575.6535794616,-76748.929460302636,15725,2112,2074
1892,37123,1443615.2683632949,-120258.71407830188,26892,3420,2958
1893,37125,1481707.2782331412,-116130.44291803896,75177,7620,7851
1894,37127,1600368.5998094557,-19605.409154483048,87696,12168,14765
1895,37129,1646098.2772651417,-208527.93322395757,160887,7701,19669
1896,37131,1642325.9383116174,40000.079602538368,22041,4511,1880
1897,37133,1676261.2236741816,-145825.39813054408,150678,8081,6529
1898,37135,1498865.1289864848,-27723.526484030903,116141,25768,24096
1899,37137,1728812.2815997833,-89089.130136832697,12913,2375,767
1900,37139,1743006.5152036636,45954.981183327429,34874,3328,4628
1901,37141,1638048.3672878791,-176755.80206663319,41212,10964,3304
1902,37143,1731155.4460442769,33282.485216021567,11413,2755,742
1903,37145,1505380.6965039074,10862.493023582021,35759,6922,2746
1904,37147,1662212.5264787546,-50162.019951810791,134298,8861,11993
1905,37149,1242936.4814550017,-158125.42043888138,18403,3857,1359
1906,37151,1445266.4319879534,-77060.465000537442,130995,27156,10970
1907,37153,1463820.1752678771,-153856.54023695449,46611,4844,3204
1908,37155,1528498.7031204214,-184020.79361980886,123334,13235,7162
1909,37157,1434949.1730648938,-894.89585667209133,92090,16107,8412
1910,37159,1382999.7141627651,-95544.559410316098,130610,19574,14655
1911,37161,1263163.9373996474,-141229.87144182561,63064,5842,2893
1912,37163,1586770.1124221743,-133363.01353905522,60242,9564,3631
1913,37165,1490860.2718465291,-167866.47870558253,35944,3630,6010
1914,37167,1413304.1192559367,-127700.49157767514,58246,8736,3827
1915,37169,1394154.532344046,-7176.8727383961404,44779,15379,2788
1916,37171,1354582.9765542964,-12229.666161562871,71308,8634,10157
1917,37173,1121693.3084358212,-151599.26221356462,13041,1489,2117
1918,37175,1188009.1260881675,-174726.37713598431,29416,2650,2341
1919,37177,1760708.3105993394,-4393.5994805209484,4126,604,406
1920,37179,1394259.1611942025,-167559.60738206972,125573,28579,12963
1921,37181,1555146.0253138409,17142.668517576021,43159,5339,5082
1922,37183,1545659.0026932242,-50082.309451343193,633267,66046,87735
1923,37185,1580820.6854520496,25624.084176961482,19913,3941,1019
1924,37187,1727299.8336057786,-10764.913518393676,13695,1731,1757
1925,37189,1269134.3974297806,-46474.877535400592,42905,2887,4237
1926,37191,1611557.4457281632,-86240.256521213349,113648,9157,7071
1927,37193,1316474.2461601167,-41954.731486960496,65839,6764,2868
1928,37195,1611911.0284445612,-47286.914928502614,73971,6635,9923
1929,37197,1361159.7562243887,-40012.400715750722,36516,9695,3444
1930,37199,1220677.2157139727,-91289.7974536369,17768,2636,1033
1931,38001,-505291.04636112362,978201.18923139619,2578,159,152
1932,38003,-158422.09871499916,1055513.306528792,11692,835,485
1933,38007,-562866.50004698429,1085286.43956413,876,138,188
1934,38011,-581807.9891441731,985621.84759346559,3233,139,202
1935,38015,-341438.16781715234,1066366.513137744,69534,3795,7057
1936,38017,-95451.290084735025,1054071.3925737031,123662,7137,16566
1937,38021,-193943.89485138914,964870.46719875175,5761,358,325
1938,38025,-502536.05604309734,1117790.2185863121,3605,416,255
1939,38027,-219245.28710494004,1143568.4626008291,2742,179,142
1940,38029,-327300.23063634709,988931.37306943478,4302,210,191
1941,38031,-218723.56100667591,1114771.1568052808,3739,219,373
1942,38033,-599415.66275297233,1078954.3161716666,1915,94,143
1943,38037,-434856.09795633465,1002686.9303408045,2835,206,113
1944,38039,-169723.96889722542,1113433.3903026204,2732,150,116
1945,38041,-497495.51678916387,1014966.4068249016,2697,166,85
1946,38043,-288835.46244269144,1064379.5519669096,2724,194,102
1947,38045,-195307.82172001834,1003369.4475793325,4671,431,212
1948,38047,-267847.71708333603,1005713.199900358,2300,174,119
1949,38051,-266439.28204111371,967320.81047060795,3383,120,166
1950,38053,-558207.25153191888,1164397.0831559307,5722,245,152
1951,38055,-402587.2557561975,1139299.1360096529,9396,646,488
1952,38057,-443211.74108763901,1108677.2533671109,8597,305,688
1953,38059,-404959.14592824411,1040718.4804691325,25332,6647,2922
1954,38063,-165137.97568104105,1164598.5415803634,3685,57,95
1955,38065,-407112.20833997999,1085108.3470482021,2051,391,232
1956,38073,-127687.72243547447,1001780.9619674099,5891,672,472
1957,38077,-73247.942301699979,979731.06621728826,17946,2028,2413
1958,38081,-126275.36301297565,963115.29859623755,4349,373,920
1959,38083,-329022.31167552463,1132002.7798493754,1702,110,40
1960,38085,-390229.10813154577,972952.2285035213,4103,116,476
1961,38087,-574216.61579354596,1022250.4064637207,760,105,89
1962,38089,-509543.43749063142,1057818.7021191609,22585,605,657
1963,38091,-130860.69259115569,1112505.6793034556,2238,269,89
1964,38093,-226104.71349097975,1062069.3608179109,21887,474,823
1965,38097,-88151.449976699427,1111638.1680124018,8475,437,413
1966,38103,-277153.30602482805,1131171.8405320065,5074,220,157
1967,39001,1074092.1079675124,221714.15097385139,27317,4464,1215
1968,39003,993105.71915975411,428849.62240095,108589,7385,14479
1969,39005,1144139.9957104563,457728.77475370216,52502,7959,4982
1970,39007,1254532.2973240938,572246.0931580239,102705,12710,4961
1971,39009,1187592.708602926,292865.21109924652,62324,4283,4866
1972,39011,986389.06929416233,404240.56202094647,46186,9152,7029
1973,39013,1264758.6072117509,382059.88493109925,70172,10042,6097
1974,39015,1039078.9431900168,227157.10295771318,42566,11913,2809
1975,39017,971988.64816289674,275776.36443111731,333368,69788,43246
1976,39019,1246430.6986709314,443099.57818287279,28851,7347,2412
1977,39021,1030138.4469392343,362008.78416510933,38941,10036,4028
1978,39023,1032138.612532952,337306.26043829491,144605,20736,12500
1979,39025,1013275.295906544,236677.98031960346,177960,52900,20430
1980,39027,1037241.8371320085,281251.66416628793,40566,6059,10398
1981,39029,1268942.8267839176,468134.13886528119,112048,19536,7789
1982,39031,1182144.1947584169,401720.99595754436,36724,4504,1912
1983,39033,1090316.0000834812,450650.81015326834,46827,7377,4270
1984,39035,1185009.1231125561,529291.73874331149,1391959,56661,182718
1985,39037,958978.70142055477,352594.04210039024,53291,9309,3885
1986,39039,953672.45167625207,486298.42906138796,39461,6512,5990
1987,39041,1091985.3645257568,386165.34213425621,111759,36683,22325
1988,39043,1105491.3144222649,511907.4504345234,79662,9364,9847
1989,39045,1131532.1269627048,332074.0370985762,123485,33717,10214
1990,39047,1064909.2900046634,301251.98880012019,28495,4715,2697
1991,39049,1096346.122450711,351823.73128228815,1072018,40080,143837
1992,39051,979503.80967821577,520827.94599877798,42104,8124,8785
1993,39053,1172802.5005781788,233034.3357369992,31072,2982,3242
1994,39055,1223057.7437186802,543680.36288117955,91179,25447,15379
1995,39057,1026420.0990579191,311104.11705830978,148401,32446,35803
1996,39059,1221861.3516402077,379451.29402409418,40803,4390,3276
1997,39061,978052.37525141053,249064.99566600929,844124,62083,183735
1998,39063,1026239.3674984365,459091.73996188003,71321,6683,12174
1999,39065,1031770.0120415965,421375.76079133106,31952,5495,2164
2000,39067,1251314.7175462819,411464.48509213311,15854,3451,1282
2001,39069,988343.62985909183,491699.50038504379,29177,5977,3236
2002,39071,1058143.7129563552,257949.71427668061,41019,7633,3211
2003,39073,1148302.2550863528,305654.34239490959,28262,6082,1885
