id,unicode,X,Y,population,traveller,visitor
1237,26085,813556.0331768553,770101.16043511359,11338,2176,720
1238,26087,1031713.7934572065,695422.83203087817,88271,21749,8478
1239,26089,801686.70304174768,874186.19587763131,21257,4609,1681
1240,26091,980623.91094454494,554041.64510046982,99069,14759,6222
1241,26093,983240.71885510348,634159.22209715866,158345,45826,20155
1242,26095,803717.92288745544,1046509.0368591596,7006,295,522
1243,26097,844421.84299804515,1007492.6286160552,11938,1124,881
1244,26099,1060988.8755397939,654952.08983270708,790846,158717,116647
1245,26101,789276.92020956695,805974.1434450259,24609,2088,1706
1246,26103,643449.64158535074,1026179.5788952588,64606,1304,1284
1247,26105,777869.78900329035,766934.33365831291,28350,1896,1625
1248,26107,855833.99659178755,735577.99489338463,40657,5298,3860
1249,26109,658236.64748238586,932639.97286265378,25281,4644,2666
1250,26111,930478.74576208042,745033.81718085229,82913,10366,11826
1251,26113,865287.83827464189,814824.61666650593,14536,3449,891
1252,26115,1023299.5254557403,563279.13044478383,146364,33612,13324
1253,26117,873777.39484232187,700573.41395572072,61484,10958,6604
1254,26119,932083.37467773561,900286.9663361581,10364,1146,907
1255,26121,793792.22333318007,689590.62578284566,170396,18890,11586
1256,26123,818833.04288168007,721748.09326546674,47972,9437,3590
1257,26125,1024928.8384744491,646079.59843027801,1196165,174245,290291
1258,26127,780507.59943775833,727456.03229099268,26902,4971,1255
1259,26129,941745.98715823004,823768.93765283353,21710,2053,1662
1260,26131,512975.80235413177,1041772.9269171489,7825,742,215
1261,26133,851413.71566044504,774261.04818374058,23248,3857,3034
1262,26135,936696.38364449062,862069.67430990422,9392,977,490
1263,26137,895325.54320083128,895079.66875733365,23443,1373,3101
1264,26139,810191.7890698174,654105.53180199547,239559,45459,37460
1265,26141,944124.651995113,936885.74177607743,14378,1831,625
1266,26143,903458.41483040014,819132.75983688061,25494,2579,1722
1267,26145,961522.73703623028,713835.38027196145,209899,16415,26873
1268,26147,1077613.5634275493,684005.06705250521,164621,28068,8307
1269,26149,860821.29483573185,542027.39589846937,62480,8387,5699
1270,26151,1058789.6938297779,736713.43726115138,44516,6768,3325
1271,26153,756653.74582679558,1010898.6883327849,8915,451,318
1272,26155,959333.67878990015,670637.89542749792,71714,16889,4758
1273,26157,1010513.1099313743,734777.12807046727,58251,12826,3475
1274,26159,816654.38118165627,575145.36571467505,76242,17367,6334
1275,26161,994139.42491869582,596155.7253143281,324372,39232,70042
1276,26163,1038923.3683376084,605240.0426814782,2057255,208466,233731
1277,26165,827043.15782911691,810637.05168234778,30537,2694,5634
1278,27001,198646.54771638362,1020120.9812824198,15282,2038,790
1279,27003,215923.0956309608,872444.85627894884,299780,95892,42639
1280,27005,24948.15381679486,1053711.1745667921,30188,3327,2015
1281,27009,155926.06750061637,918303.48599516659,34470,11421,8470
1282,27011,-32126.619629843131,886388.83846491633,5777,610,456
1283,27013,154377.46347696049,732945.90975347185,55988,7154,9805
1284,27015,101319.70643905162,755209.3915980442,26877,1406,3159
1285,27017,255422.43634829967,1020238.0187049881,31784,988,1251
1286,27019,173482.63021919894,820991.84515810816,70843,22684,14363
1287,27021,127967.45321234054,1056286.6453208933,27292,4329,2148
1288,27023,34119.353685085174,841493.81589624286,12913,1603,1517
1289,27025,241607.90355646241,898720.01811990282,41611,13600,4787
1290,27027,-37543.341388017274,1049056.1343837623,51308,13321,6571
1291,27029,47040.806634242443,1124780.816562895,8389,266,133
1292,27033,65432.004735282921,728598.81291025574,12167,957,1364
1293,27035,148547.84589430061,1005014.6638877189,55184,3220,4982
1294,27037,232161.91858948112,805962.39748695143,357848,107024,63752
1295,27039,250642.34487912137,734168.91454149608,17857,5124,1435
1296,27041,42438.023773895678,942834.07142363943,32882,1832,2780
1297,27043,164773.90212748956,692928.77047335706,16143,1730,1200
1298,27045,313866.56744376669,697619.22003196762,21142,3925,1552
1299,27047,212853.85092590097,694111.0576691567,32555,3506,1690
1300,27049,260281.84123825468,777697.44437396713,44154,7518,7015
1301,27051,-941.09093268306469,942734.59103886026,6265,897,587
1302,27053,198658.88685155322,842057.64872890944,1117775,102107,301456
1303,27055,361791.99958380917,699450.8165405232,19730,5050,1438
1304,27057,82642.729820907611,1073336.338979787,18401,1451,1365
1305,27059,211184.15894972335,904371.94689029444,31459,9691,3492
1306,27061,179571.76009486386,1119410.0122062613,43927,946,754
1307,27063,67926.18410901622,691470.57850898511,11186,1623,1032
1308,27065,210090.19188592292,946960.90142261295,15041,3251,1013
1309,27067,78192.004612127392,856258.21110882482,41141,2376,3001
1310,27073,-13653.889131220079,838431.91008972283,8057,1011,418
1311,27079,180393.46576158309,771074.8464371392,25459,7005,2878
1312,27081,-21215.466500420964,773532.22725985409,6403,1123,448
1313,27083,12790.16602971137,773616.00583954295,25465,764,3051
1314,27085,136378.13192597419,820522.75267159846,34854,4550,5062
1315,27087,14517.632949378285,1096875.1908098268,5167,328,787
1316,27091,116343.81788318598,692070.99332092167,21786,1621,1290
1317,27093,115738.23409939336,853513.56654899032,22766,4828,1762
1318,27095,183991.95488641047,945408.99675148714,22422,4220,4192
1319,27097,134309.78061703005,952689.24093337194,31819,4803,2368
1320,27099,260726.10724055042,695325.17690790899,38669,4146,2782
1322,27103,139340.56080521899,767830.72787151416,29904,8056,7040
1323,27105,19802.161290290267,691209.21307465038,20791,1377,1865
1324,27107,-34612.521406579595,1097095.4859554202,7431,780,305
1325,27109,287476.49219180003,733375.22612983,124930,3576,17933
1326,27111,22515.869022327075,995430.9435931989,57073,4837,2533
1327,27115,252234.76107167642,967748.5148408846,26607,4376,1710
1328,27117,-20655.659197531164,730118.33064420731,9858,888,893
1329,27121,43357.833642212747,904221.23344816826,11231,1689,829
1330,27123,228303.3816078438,844308.28907754784,511520,107874,163876
1331,27125,-7184.2501490610175,1157232.5158374123,4279,58,58
1332,27127,59267.119801370893,772751.57125670451,16767,1479,1614
1333,27129,83248.030703668002,808987.95929486561,17125,2439,1213
1334,27131,214899.93762086134,770053.35850245517,56811,8343,5350
1335,27133,-20326.943523285965,691261.27793372516,9703,1513,648
1336,27139,195026.98771888384,802322.33869369782,91031,31716,16276
1337,27141,174077.7048900525,890348.33495657053,65361,23075,8154
1338,27143,140069.13837516043,793436.95340233366,15361,3881,746
1339,27145,108340.37387894938,901126.10566466139,133669,13790,20927
1340,27147,221578.48519349314,733234.40729614114,33793,2994,4784
1341,27149,-23.603926080954231,904098.7741062959,10021,557,1015
1342,27151,24984.691510830377,870437.72710746143,11834,1220,903
1343,27153,85427.46333266556,958353.85335946037,24407,4465,1230
1344,27155,-36722.250332646749,924842.10755619733,4123,335,295
1345,27157,299923.40966313909,765163.25451399363,21644,4849,1629
1346,27159,79246.555877688952,1015439.1660997111,13745,1442,2651
1347,27161,192729.36114770017,732425.47696601739,19522,2924,1906
1348,27163,245186.08668519606,847167.16235167917,202686,71259,33598
1349,27165,110788.70244324324,725918.37428312504,11826,1388,755
1350,27167,-36113.26842711871,989716.86477936956,7116,1834,911
1351,27169,337283.6005165549,733560.10403943411,50081,4346,5034
1352,27171,159969.70109451612,859992.90670803445,90786,26993,9648
1353,27173,10418.657199420848,807378.61003052432,11208,1778,1330
1354,28001,439626.58926589083,-661789.11235907103,34246,1897,3396
1355,28003,671970.15944725834,-267072.01832363324,34600,3040,3858
1356,28005,493375.73599584412,-693427.12356637581,13546,2767,558
1357,28007,594948.88882806373,-473758.54628413997,19620,1957,965
1358,28009,617493.3950013424,-278304.26850297127,8034,1765,610
1359,28011,470419.57744277897,-402005.61256273411,40381,2748,1739
1360,28013,611006.48976700788,-377490.86357469345,15044,2225,718
1361,28015,561042.9648021023,-435471.60184603074,10764,3325,450
1362,28017,646696.5705909488,-376656.27245030215,19372,3023,3290
1363,28019,623732.90778453159,-442560.17971564963,9742,1822,1255
1364,28021,478440.09063011344,-605122.46239049465,11792,1599,1439
1365,28023,686468.51431003714,-583983.83991982695,17749,2829,1120
1366,28025,664180.07822200959,-405041.42192593653,21984,2446,2441
1367,28027,493179.34444307769,-352198.11959419679,30526,2177,2152
1368,28029,522599.58587753371,-614303.91487753845,28761,5126,1686
1369,28031,608634.94926811988,-635211.61232785543,19426,3330,1714
1370,28033,544359.91851823556,-276712.52424457145,108714,33729,13632
1371,28035,639923.80321020505,-682628.23607267835,71982,8003,16498
1372,28037,482716.32503188815,-660262.37675091403,8414,1362,474
1373,28039,700873.97271130339,-714452.08185278496,19257,3776,1094
1374,28041,698309.97377473977,-675438.11377757962,13295,2559,517
1375,28043,569585.89780278911,-398924.24309492088,23160,1254,3807
1376,28045,623936.7906847843,-769877.55064009177,43307,6932,6624
1377,28047,658917.09312461165,-756866.58060882962,190071,9449,23447
1378,28049,520573.2079841292,-570071.03384860454,250474,22251,53300
1379,28051,547452.98709994217,-472687.29175123578,21564,2328,1009
1380,28053,507204.87552322005,-474528.53067865816,11106,736,883
1381,28055,466675.64307519648,-520067.17753138713,2258,456,164
1382,28057,697154.22076976765,-332489.89719173039,22853,5750,1148
1383,28059,704416.68323531793,-750030.52429291257,132019,17010,12361
1384,28061,646398.39807925106,-589470.99455979711,18110,3247,1602
1385,28063,467803.19408524374,-632359.09886649228,9649,1359,644
1386,28065,583605.70166486281,-643965.33341226948,13853,2697,633
1387,28067,644889.95276155439,-633861.75058301562,64993,4998,6651
1388,28069,684839.34823354275,-504349.64054935268,10443,2308,483
1389,28071,594192.41429237719,-331561.76968891505,38759,2795,3203
1390,28073,616021.82696899283,-682386.2070915465,40211,10749,6482
1391,28075,685867.37086903653,-543458.52664650057,78195,2545,7148
1392,28077,556941.35257286159,-647834.34516263416,13215,2418,1051
1393,28079,602821.69160512113,-510451.90712394955,20964,2929,1622
1394,28081,668004.8323149723,-333683.55014423555,75876,4270,19410
1395,28083,525252.92376824166,-426291.34337415063,37763,1204,4190
1396,28085,524306.89217965631,-651784.66763079597,33163,3653,3530
1397,28087,696839.46080121037,-422981.4814647875,61529,3409,6019
1398,28089,556234.08712149586,-526792.19157125871,75089,19953,13775
1399,28091,586111.14668575511,-681594.49317186989,25616,2641,2112
1400,28093,589457.7691690895,-286442.71425513504,35004,8304,2158
1401,28095,689722.23885417404,-376552.99047585047,37981,5883,2061
1402,28097,588694.63059323363,-428558.852494144,12115,1943,856
1403,28099,640594.81329231476,-507795.14601852302,28689,2883,3581
1404,28101,643331.84647838026,-547098.10281282722,21791,3234,2009
1405,28103,688374.06599572569,-464280.16201499308,12536,1087,856
1406,28105,657121.85616777069,-431424.16338302352,43122,3321,3724
1407,28107,551738.12117381056,-333567.68254258344,34379,4457,2962
1408,28109,611627.48326309619,-731406.43453590805,48621,9002,1619
1409,28111,665213.00252840179,-682670.58682209183,12149,2636,1328
1410,28113,531346.96728302573,-691229.95251150383,38995,2759,4274
1411,28115,636012.55374467396,-343303.27158884046,26967,4896,3679
1412,28117,679718.73006202444,-295923.48383605649,25662,3993,3054
1413,28119,521648.587160239,-348045.11938863347,10055,1711,525
1414,28121,567082.15897904022,-567519.29866142734,116255,29529,19102
1415,28123,604191.47243243759,-549161.74180584936,28393,3231,4280
1416,28125,482175.95812755957,-503772.129649674,6520,678,398
1417,28127,572050.94939352421,-606364.93621415924,27641,5085,1505
1418,28129,610043.01395027339,-592195.70720145002,16182,3257,1242
1419,28131,656407.09116703889,-725890.70323113666,13664,2451,1116
1420,28133,498438.01791874488,-422098.37778157677,34249,2334,2825
1421,28135,534273.81417995656,-380964.97061942401,14927,2580,448
1422,28137,550222.29247398651,-301561.72508768842,25477,5254,2087
1423,28139,643203.94116891338,-281898.8729084892,20925,3015,1553
1424,28141,704067.22112909111,-280288.69914845348,19158,3128,1772
1425,28143,511097.24335962214,-303783.19818882324,9242,425,10860
1426,28145,636892.84853506438,-313520.38184657466,25484,4666,3041
1427,28147,559801.2975391947,-692447.71893761237,15099,2592,818
1428,28149,481665.16711424862,-562189.71877906332,49598,2762,5499
1429,28151,467340.58329922956,-459429.45059332781,62657,1648,3041
1430,28153,689299.69225365273,-628515.76883079112,21342,2470,1235
1431,28155,618274.88053999457,-413183.95209072676,10282,1650,1348
1432,28157,445396.66043971857,-697410.19886893802,10307,1279,668
1433,28159,645579.24014747702,-469950.00735453516,20152,2283,1026
1434,28161,576340.59848873271,-369570.78536009701,13125,2395,829
1435,28163,521521.36332147307,-512617.69343345228,28119,2819,1319
1436,29001,286829.94708548603,306672.15920461854,24956,1115,2449
1437,29003,101389.12559543761,278970.21840741747,16522,5890,725
1438,29005,48210.842474938872,328583.59664990345,6389,817,467
1439,29007,355630.86434588546,200100.15743301288,25862,2263,2746
1440,29009,192117.76428865505,-86356.785880094496,33971,3781,5082
1441,29011,144737.53955798849,1516.3261326471033,12542,1381,1692
1442,29013,143880.47615716854,86128.207569340841,16700,3194,799
1443,29015,234923.60475503956,92420.505770507792,17202,2531,673
1444,29017,524054.72324167157,-3479.5834992242226,12047,3253,370
1445,29019,316608.39984560671,173197.12309645407,135940,6589,11893
1446,29021,101495.66859396083,242706.74459817103,86192,5809,10895
1447,29023,494711.16462159337,-73249.807640969782,40826,1838,4245
1448,29025,171509.52067283046,243427.91851053564,8975,2499,458
1449,29027,350231.92284104426,157176.94568175456,40927,9426,3318
1450,29029,281158.06398702651,63856.405725761491,37053,3894,4095
1451,29031,553510.45263235911,5381.7807943870102,68796,3361,11036
1452,29033,212788.02219243479,218745.92687341728,10267,1521,325
1453,29035,444271.89289311855,-50829.394129941109,5974,817,291
1454,29037,141835.43010768405,129781.78213448034,82592,26139,5820
1455,29039,187123.19017892369,27194.156816571911,13720,1724,822
1456,29041,258738.48435874685,229916.48617726771,8411,1580,548
1457,29043,247906.14112196621,-55767.688145676591,54936,17639,5004
1458,29045,358456.49885529547,334195.28077707265,7387,1737,503
1459,29047,134906.19607918942,204037.13052292936,184703,49689,38809
1460,29049,135750.84586161707,236701.48967094818,19046,5964,1871
1461,29051,321133.59950986307,118972.66836368894,71485,3377,18841
1462,29053,274221.52966585261,155222.51327808475,16764,2787,1570
1463,29055,408437.8361118476,63462.327767882904,22828,4132,1303
1464,29057,188410.66987172508,-5486.5920193498459,7915,1475,571
1465,29059,259964.56193679938,24270.634672214444,15751,3418,624
1466,29061,170555.45846670464,277587.64567026694,7998,1718,634
